release_year,rating,vote_count,revenue,budget,runtime,popularity,genre,next_movie_title
1.1637600011054792,-1.369017057439112,-0.977681128750914,0.05905282324693417,0.457334692265713,-0.08080513636858605,-1.2142929727862568,0,34
1.0762592491426608,-1.203410155329543,-0.918633234080106,-0.18700955971177236,0.6797467006624123,-1.2063052500738873,-1.257251450597092,8,32
0.7262562412913878,-0.3753756447816942,-0.07265939571406214,1.2337131646837372,1.4442879795260661,0.005771795454898652,0.2892537505929482,0,16
0.5512547373657511,0.949479572094865,2.1069375817255214,0.08740107145339504,0.6102429480384437,0.2222141250136104,1.5780080849179812,8,42
-0.8487572940393413,1.1150864742044342,1.095740955895289,-0.9661575724589659,-1.5026711317301997,0.4819449204840645,0.6758800508904574,3,28
-0.3237527822624316,0.45265886576615455,-0.23741899516078646,-0.5508038319372489,0.47123544279050666,0.5252333863958069,-0.5699158056237404,0,24
-0.8487572940393413,0.949479572094865,0.8207826368861844,-0.18419734436593777,-0.8493358570648956,-0.037516670456843704,0.010023644822525022,4,8
-0.8487572940393413,0.45265886576615455,-0.8320742585201584,-0.035844235926448954,-0.9883433623128326,-2.3750938296909307,-0.8706251502995827,2,7
-0.9362580460021596,-0.0441618405625559,-0.42706494339768664,0.3765050431890792,-0.7381298528665459,-0.686843659132979,-0.07589331079914506,1,9
0.7262562412913878,-1.700230861658252,-1.136998745523316,0.13042911907083501,-0.5296185949946403,-0.037516670456843704,-1.0854175393537548,0,25
-0.4112535342252499,0.7838726699852929,0.6208626828298105,-0.5396199610450712,-0.7381298528665459,-0.29724746592729784,0.4396084229308693,8,17
0.9012577452170243,0.6182657678757237,1.2106458944499292,-0.09530473246557536,0.6797467006624123,1.1312719091602,1.9646343852154904,8,23
0.9012577452170243,-0.3753756447816942,-0.29504492167921453,-0.024013911526557834,0.7492504532863808,-0.9465744546034331,-0.4195611332858193,0,27
0.37625323344011463,1.2806933763140034,2.457500384375369,0.3654862282344474,0.9577617111582865,0.3953679886605798,1.277298740242139,3,15
0.813756993254206,-1.700230861658252,-1.5062701506069542,-0.7310636180006993,-0.22380208344917868,0.005771795454898652,-1.364647645124178,7,30
0.9887584971798425,-0.3753756447816942,-0.3147733002008383,-0.42922850208028956,0.26272418491860106,0.5685218523075493,-0.1618102664208121,1,10
-0.49875428618806816,0.6182657678757237,-0.5657602097135236,-0.5146079924508541,-0.64082459919299,1.1312719091602,0.35369146730919926,10,19
1.2512607530682973,-1.5346239595486828,-0.5932331681320901,0.9421599241362065,1.166272969030192,-0.38382439775078253,-0.8706251502995827,0,35
-0.06125052637397677,-1.700230861658252,-1.1189458495833837,-0.07655958184868292,0.15151818072025142,-0.21067053410381312,-1.0424590615429197,8,21
-0.8487572940393413,1.7775140826427138,2.123846803548258,-1.2284230333684176,-1.2663583728087067,-0.037516670456843704,1.9216759074046554,4,5
0.4637539854029329,-0.706589449000834,-0.09220859862399197,3.5981623800073597,1.6806007384475592,0.8282526477780033,1.0839855900933857,8,18
-2.073767821518797,0.28705196365658536,-0.9156539630048115,-1.249089345890756,-1.544373383304581,0.1356371931901257,-1.6868362287054361,6,22
0.7262562412913878,0.28705196365658536,0.4156170196343626,0.4944153762694998,1.8613104952698774,0.914829579601488,0.24629527278211316,3,14
-2.7737738372213436,1.6119071805331415,0.5112796411671872,-0.9055171640610371,-1.530472632779787,1.391002704630654,1.7928004739721533,3,31
